"","City","State.short","State.full","County","City.alias","address","lon","lat"
"271","Genesee","PA","Pennsylvania","POTTER","Gold","Gold, Pennsylvania",-77.8372184,41.8720118
"272","Granville Summit","PA","Pennsylvania","BRADFORD","Windfall","Windfall, Pennsylvania",-76.7738446,41.7056306
"273","Morris","PA","Pennsylvania","TIOGA","Plank","Plank, Pennsylvania",-77.2460871,41.5711833
"274","Sabinsville","PA","Pennsylvania","TIOGA","Hector","Hector, Pennsylvania",-77.6185985,41.8625694
"275","Dauphin","PA","Pennsylvania","DAUPHIN","Dauphin","Dauphin, Pennsylvania",-76.9310859,40.3673093
"276","Dillsburg","PA","Pennsylvania","YORK","Bermudian","Bermudian, Pennsylvania",-77.0355342,40.019539
"277","Duncannon","PA","Pennsylvania","PERRY","Watts","Watts, Pennsylvania",-76.9988669,40.454403
"278","Halifax","PA","Pennsylvania","DAUPHIN","Reed","Reed, Pennsylvania",-76.9988669,40.41432
"279","Halifax","PA","Pennsylvania","DAUPHIN","Inglenook","Inglenook, Pennsylvania",-76.9810879,40.4131416
"280","Lawn","PA","Pennsylvania","LEBANON","Lawn","Lawn, Pennsylvania",-76.5391346,40.2200931
"281","Liverpool","PA","Pennsylvania","PERRY","Oriental","Oriental, Pennsylvania",-77.0060913,40.6334177
"282","Mifflin","PA","Pennsylvania","JUNIATA","Nook","Nook, Pennsylvania",-77.5274908,40.5070216
"283","Millersburg","PA","Pennsylvania","DAUPHIN","Rife","Rife, Pennsylvania",-76.8815303,40.5478443
"284","Millerstown","PA","Pennsylvania","PERRY","Reward","Reward, Pennsylvania",-77.0787301,40.5553244
"285","Ono","PA","Pennsylvania","LEBANON","Ono","Ono, Pennsylvania",-76.5346875,40.402868
"286","Pillow","PA","Pennsylvania","DAUPHIN","Pillow","Pillow, Pennsylvania",-76.8024699,40.6409182
"287","Port Royal","PA","Pennsylvania","JUNIATA","Academia","Academia, Pennsylvania",-77.4758231,40.4964672
"288","Thompsontown","PA","Pennsylvania","JUNIATA","Maze","Maze, Pennsylvania",-77.1955405,40.6123033
"289","Chambersburg","PA","Pennsylvania","FRANKLIN","Beautiful","Beautiful, Pennsylvania",-77.1945247,41.2033216
"290","Chambersburg","PA","Pennsylvania","FRANKLIN","Aqua","Aqua, Pennsylvania",-75.3163594,40.0197332
"291","Chambersburg","PA","Pennsylvania","FRANKLIN","Sunbeam","Sunbeam, Pennsylvania",-77.1945247,41.2033216
"292","Blairs Mills","PA","Pennsylvania","HUNTINGDON","Lack","Lack, Pennsylvania",-77.6765184,40.3589738
"293","Blairs Mills","PA","Pennsylvania","HUNTINGDON","Tell","Tell, Pennsylvania",-77.779537,40.2593654
"294","Fort Loudon","PA","Pennsylvania","FRANKLIN","Metal","Metal, Pennsylvania",-77.8481628,40.0447145
"295","Mercersburg","PA","Pennsylvania","FRANKLIN","Peters","Peters, Pennsylvania",-80.0870155,40.2801148
"296","Mercersburg","PA","Pennsylvania","FRANKLIN","Dickey","Dickey, Pennsylvania",-77.8955536,39.8681468
"297","Mercersburg","PA","Pennsylvania","FRANKLIN","Sylvan","Sylvan, Pennsylvania",-78.0216681,39.7534264
"298","Warfordsburg","PA","Pennsylvania","FULTON","Amaranth","Amaranth, Pennsylvania",-78.2780669,39.7975883
"299","Waynesboro","PA","Pennsylvania","FRANKLIN","Roadside","Roadside, Pennsylvania",-77.5316571,39.7634269
"300","Waynesboro","PA","Pennsylvania","FRANKLIN","Cress","Cress, Pennsylvania",-77.5644355,39.7356498
"301","Waynesboro","PA","Pennsylvania","FRANKLIN","Good","Good, Pennsylvania",-77.1945247,41.2033216
"302","Biglerville","PA","Pennsylvania","ADAMS","Guernsey","Guernsey, Pennsylvania",-77.2324833,39.9473158
"303","Brogue","PA","Pennsylvania","YORK","Brogue","Brogue, Pennsylvania",-76.484452,39.8721853
"304","Fawn Grove","PA","Pennsylvania","YORK","Fawn","Fawn, Pennsylvania",-76.4678766,39.7685031
"305","Felton","PA","Pennsylvania","YORK","Lucky","Lucky, Pennsylvania",-76.4455189,39.9037116
"306","Glenville","PA","Pennsylvania","YORK","Sticks","Sticks, Pennsylvania",-76.8041419,39.7470469
"307","Railroad","PA","Pennsylvania","YORK","Railroad","Railroad, Pennsylvania",-76.6983049,39.7606585
"308","York","PA","Pennsylvania","YORK","Spry","Spry, Pennsylvania",-76.6849677,39.9184328
"309","York","PA","Pennsylvania","YORK","Glades","Glades, Pennsylvania",-76.6802438,40.0100974
"310","Bart","PA","Pennsylvania","LANCASTER","Bart","Bart, Pennsylvania",-76.0739999,39.9231627
"311","Elm","PA","Pennsylvania","LANCASTER","Elm","Elm, Pennsylvania",-76.3488476,40.2039825
"312","Gap","PA","Pennsylvania","LANCASTER","Gap","Gap, Pennsylvania",-76.0205073,39.987325
"313","Intercourse","PA","Pennsylvania","LANCASTER","Intercourse","Intercourse, Pennsylvania",-76.1075043,40.0383787
"314","Lititz","PA","Pennsylvania","LANCASTER","Speedwell","Speedwell, Pennsylvania",-76.3219015,40.2087045
"315","Mount Joy","PA","Pennsylvania","LANCASTER","Florin","Florin, Pennsylvania",-76.533022,40.1084289
"316","Paradise","PA","Pennsylvania","LANCASTER","Vintage","Vintage, Pennsylvania",-76.0796758,40.0009348
"317","Paradise","PA","Pennsylvania","LANCASTER","Iva","Iva, Pennsylvania",-76.13551,39.963157
"318","Quarryville","PA","Pennsylvania","LANCASTER","Buck","Buck, Pennsylvania",-76.2288452,39.8726021
"319","Ronks","PA","Pennsylvania","LANCASTER","Mascot","Mascot, Pennsylvania",-76.1543977,40.061765
"320","Lancaster","PA","Pennsylvania","LANCASTER","Fertility","Fertility, Pennsylvania",-76.2430125,40.0270426
"321","Williamsport","PA","Pennsylvania","LYCOMING","Oval","Oval, Pennsylvania",-77.1691356,41.1511863
"322","Avis","PA","Pennsylvania","CLINTON","Avis","Avis, Pennsylvania",-77.3138622,41.1847939
"323","Jersey Shore","PA","Pennsylvania","LYCOMING","Oriole","Oriole, Pennsylvania",-77.2099693,41.141185
"324","Jersey Shore","PA","Pennsylvania","LYCOMING","Tomb","Tomb, Pennsylvania",-77.3271955,41.2484053
"325","Mill Hall","PA","Pennsylvania","CLINTON","Rote","Rote, Pennsylvania",-77.4202599,41.0789576
"326","Muncy","PA","Pennsylvania","LYCOMING","Halls","Halls, Pennsylvania",-77.1945247,41.2033216
"327","Muncy","PA","Pennsylvania","LYCOMING","Opp","Opp, Pennsylvania",-77.1945247,41.2033216
"328","Trout Run","PA","Pennsylvania","LYCOMING","Gamble","Gamble, Pennsylvania",-76.9412601,41.3916988
"329","Trout Run","PA","Pennsylvania","LYCOMING","Buttonwood","Buttonwood, Pennsylvania",-77.1346947,41.499796
"330","Westport","PA","Pennsylvania","CLINTON","Bitumen","Bitumen, Pennsylvania",-77.8786044,41.2997872
"331","Bloomsburg","PA","Pennsylvania","COLUMBIA","Espy","Espy, Pennsylvania",-76.4099434,41.0061977
"332","Danville","PA","Pennsylvania","MONTOUR","Exchange","Exchange, Pennsylvania",-76.6838456,41.1131401
"333","Herndon","PA","Pennsylvania","NORTHUMBERLAND","Urban","Urban, Pennsylvania",-76.7716347,40.6811958
"334","Herndon","PA","Pennsylvania","NORTHUMBERLAND","Hebe","Hebe, Pennsylvania",-76.7346888,40.6614738
"335","Mifflinburg","PA","Pennsylvania","UNION","Dice","Dice, Pennsylvania",-77.0380294,40.8878605
"336","Mount Carmel","PA","Pennsylvania","NORTHUMBERLAND","Strong","Strong, Pennsylvania",-76.4380083,40.7986977
"337","Mount Carmel","PA","Pennsylvania","NORTHUMBERLAND","Atlas","Atlas, Pennsylvania",-76.4277301,40.7998089
"338","Mount Pleasant Mills","PA","Pennsylvania","SNYDER","Aline","Aline, Pennsylvania",-76.9872022,40.6806404
"339","Coal Township","PA","Pennsylvania","NORTHUMBERLAND","Excelsior","Excelsior, Pennsylvania",-76.4975147,40.773561
"340","Shamokin","PA","Pennsylvania","NORTHUMBERLAND","Coal","Coal, Pennsylvania",-76.5640614,40.7926715
"341","Pottsville","PA","Pennsylvania","SCHUYLKILL","Seltzer","Seltzer, Pennsylvania",-76.2338347,40.6953675
"342","Pottsville","PA","Pennsylvania","SCHUYLKILL","Becks","Becks, Pennsylvania",-77.1945247,41.2033216
"343","Hegins","PA","Pennsylvania","SCHUYLKILL","Barry","Barry, Pennsylvania",-76.4215988,40.7066605
"344","Mahanoy City","PA","Pennsylvania","SCHUYLKILL","Shoemakers","Shoemakers, Pennsylvania",-76.1299355,40.8311988
"345","New Ringgold","PA","Pennsylvania","SCHUYLKILL","Dorset","Dorset, Pennsylvania",-75.8760326,40.7023147
"346","Ravine","PA","Pennsylvania","SCHUYLKILL","Ravine","Ravine, Pennsylvania",-76.4038453,40.5745338
"347","Seltzer","PA","Pennsylvania","SCHUYLKILL","Seltzer","Seltzer, Pennsylvania",-76.2338347,40.6953675
"348","Shenandoah","PA","Pennsylvania","SCHUYLKILL","Shaft","Shaft, Pennsylvania",-78.9353016,39.9039701
"349","Palm","PA","Pennsylvania","MONTGOMERY","Palm","Palm, Pennsylvania",-75.5325587,40.4282624
"350","Slatington","PA","Pennsylvania","LEHIGH","Emerald","Emerald, Pennsylvania",-75.6346313,40.7450951
"351","Drums","PA","Pennsylvania","LUZERNE","Drums","Drums, Pennsylvania",-75.9949252,41.018139
"352","Tamaqua","PA","Pennsylvania","SCHUYLKILL","Hometown","Hometown, Pennsylvania",-75.9802045,40.8236994
"353","Effort","PA","Pennsylvania","MONROE","Effort","Effort, Pennsylvania",-75.434907,40.9392584
"354","Chinchilla","PA","Pennsylvania","LACKAWANNA","Chinchilla","Chinchilla, Pennsylvania",-75.6771348,41.4750789
"355","Damascus","PA","Pennsylvania","WAYNE","Galilee","Galilee, Pennsylvania",-75.1396151,41.7350884
"356","Newfoundland","PA","Pennsylvania","WAYNE","Newfoundland","Newfoundland, Pennsylvania",-75.3199035,41.3073102
"357","Starlight","PA","Pennsylvania","WAYNE","Starlight","Starlight, Pennsylvania",-75.3310082,41.9050859
"358","Falls","PA","Pennsylvania","WYOMING","Falls","Falls, Pennsylvania",-75.8469168,41.4601704
"359","Ransom","PA","Pennsylvania","LACKAWANNA","Ransom","Ransom, Pennsylvania",-75.8218616,41.3942456
"360","Wilkes Barre","PA","Pennsylvania","LUZERNE","Parsons","Parsons, Pennsylvania",-75.8479485,41.2570914
"361","Ulster","PA","Pennsylvania","BRADFORD","Ulster","Ulster, Pennsylvania",-76.5372625,41.844639
"362","Furlong","PA","Pennsylvania","BUCKS","Furlong","Furlong, Pennsylvania",-75.082115,40.2962179
"363","Holmes","PA","Pennsylvania","DELAWARE","Holmes","Holmes, Pennsylvania",-75.3076904,39.901253
"364","Langhorne","PA","Pennsylvania","BUCKS","Parkland","Parkland, Pennsylvania",-75.5509602,40.6291115
"365","Marcus Hook","PA","Pennsylvania","DELAWARE","Trainer","Trainer, Pennsylvania",-75.4143604,39.8276126
"366","Media","PA","Pennsylvania","DELAWARE","Media","Media, Pennsylvania",-75.387693,39.9167783
"367","Devon","PA","Pennsylvania","CHESTER","Devon","Devon, Pennsylvania",-75.4258399,40.0499216
"368","Southeastern","PA","Pennsylvania","CHESTER","Southeastern","Southeastern, Pennsylvania",-77.1945247,41.2033216
"369","Norristown","PA","Pennsylvania","MONTGOMERY","Trooper","Trooper, Pennsylvania",-75.4018501,40.1498283
"370","Cedars","PA","Pennsylvania","MONTGOMERY","Cedars","Cedars, Pennsylvania",-75.3685113,40.2126051
"371","Creamery","PA","Pennsylvania","MONTGOMERY","Creamery","Creamery, Pennsylvania",-75.4162634,40.2195146
"372","Mainland","PA","Pennsylvania","MONTGOMERY","Mainland","Mainland, Pennsylvania",-75.358391,40.2554954
"373","Oaks","PA","Pennsylvania","MONTGOMERY","Oaks","Oaks, Pennsylvania",-75.4636031,40.133503
"374","Royersford","PA","Pennsylvania","MONTGOMERY","Limerick","Limerick, Pennsylvania",-75.5393155,40.2383606
"375","Bally","PA","Pennsylvania","BERKS","Bally","Bally, Pennsylvania",-75.5871294,40.4023195
"376","Bowers","PA","Pennsylvania","BERKS","Bowers","Bowers, Pennsylvania",-75.7421375,40.4873167
"377","Boyertown","PA","Pennsylvania","BERKS","District","District, Pennsylvania",-75.6557206,40.4330975
"378","Elverson","PA","Pennsylvania","CHESTER","Marsh","Marsh, Pennsylvania",-77.1945247,41.2033216
"379","Elverson","PA","Pennsylvania","CHESTER","Joanna","Joanna, Pennsylvania",-75.8618759,40.1737074
"380","Mohnton","PA","Pennsylvania","BERKS","Angelica","Angelica, Pennsylvania",-75.9535443,40.2614811
"381","Oley","PA","Pennsylvania","BERKS","Basket","Basket, Pennsylvania",-75.8260324,40.3900934
"382","Womelsdorf","PA","Pennsylvania","BERKS","Host","Host, Pennsylvania",-76.2066148,40.415648
"383","Bear","DE","Delaware","NEW CASTLE","Bear","Bear, Delaware",-75.6582628,39.6292788
"384","New Castle","DE","Delaware","NEW CASTLE","Manor","Manor, Delaware",-75.5843694,39.6867795
"385","Townsend","DE","Delaware","NEW CASTLE","Blackbird","Blackbird, Delaware",-75.6590959,39.3709449
"386","Nassau","DE","Delaware","SUSSEX","Nassau","Nassau, Delaware",-75.1876854,38.7520565
"387","Seaford","DE","Delaware","SUSSEX","Blades","Blades, Delaware",-75.609927,38.6356701
"388","Washington","DC","Washington, D.C.","DISTRICT OF COLUMBIA","Wash","Wash, Washington, D.C.",-77.0452983,38.8980815
"389","Washington","DC","Washington, D.C.","DISTRICT OF COLUMBIA","Washing","Washing, Washington, D.C.",-77.0452983,38.8980815
"390","Washington","DC","Washington, D.C.","DISTRICT OF COLUMBIA","Pentagon","Pentagon, Washington, D.C.",-77.0562669,38.8718568
"391","Warrenton","VA","Virginia","FAUQUIER","Opal","Opal, Virginia",-77.7999933,38.6209547
"392","Reston","VA","Virginia","FAIRFAX","Sprint","Sprint, Virginia",NA,NA
"393","Washington","DC","Washington, D.C.","DISTRICT OF COLUMBIA","Action","Action, Washington, D.C.",-77.0368707,38.9071923
"394","Avenue","MD","Maryland","SAINT MARYS","Avenue","Avenue, Maryland",-76.7677453,38.2562404
"395","Issue","MD","Maryland","CHARLES","Issue","Issue, Maryland",-76.9003457,38.2931029
"396","Bowie","MD","Maryland","PRINCE GEORGES","Bowie","Bowie, Maryland",-76.7791365,39.0067768
"397","Savage","MD","Maryland","HOWARD","Savage","Savage, Maryland",-76.8217374,39.1378733
"398","Greenbelt","MD","Maryland","PRINCE GEORGES","Greenbelt","Greenbelt, Maryland",-76.8755282,39.0045544
"399","Upper Marlboro","MD","Maryland","PRINCE GEORGES","Largo","Largo, Maryland",-76.8317325,38.8779723
"400","Brookeville","MD","Maryland","MONTGOMERY","Sunshine","Sunshine, Maryland",-77.0599789,39.221217
"401","Gunpowder","MD","Maryland","HARFORD","Gunpowder","Gunpowder, Maryland",-76.3877382,39.4148299
"402","Boring","MD","Maryland","BALTIMORE","Boring","Boring, Maryland",-76.8227548,39.5317707
"403","Chase","MD","Maryland","BALTIMORE","Chase","Chase, Maryland",-76.3692987,39.3622348
"404","Fork","MD","Maryland","BALTIMORE","Fork","Fork, Maryland",-76.4480196,39.4712239
"405","Kingsville","MD","Maryland","BALTIMORE","Bradshaw","Bradshaw, Maryland",-76.3810713,39.4231633
"406","Manchester","MD","Maryland","CARROLL","Millers","Millers, Maryland",-76.8510883,39.6712137
"407","Mayo","MD","Maryland","ANNE ARUNDEL","Mayo","Mayo, Maryland",-76.5119032,38.8876142
"408","Street","MD","Maryland","HARFORD","Street","Street, Maryland",-76.3794051,39.6689941
"409","Baltimore","MD","Maryland","BALTIMORE CITY","Druid","Druid, Maryland",-76.6412712,39.0457549
"410","Halethorpe","MD","Maryland","BALTIMORE","Arbutus","Arbutus, Maryland",-76.6999702,39.2545512
"411","Accident","MD","Maryland","GARRETT","Accident","Accident, Maryland",-79.319759,39.628696
"412","Pinto","MD","Maryland","ALLEGANY","Pinto","Pinto, Maryland",-78.8391877,39.5698116
"413","Secretary","MD","Maryland","DORCHESTER","Secretary","Secretary, Maryland",-75.9474368,38.6092834
"414","Worton","MD","Maryland","KENT","Lynch","Lynch, Maryland",-76.0627246,39.295388
"415","Hagerstown","MD","Maryland","WASHINGTON","Northern","Northern, Maryland",-76.6412712,39.0457549
"416","Keymar","MD","Maryland","CARROLL","Detour","Detour, Maryland",-77.2680393,39.6039885
"417","Bivalve","MD","Maryland","WICOMICO","Bivalve","Bivalve, Maryland",-75.8890994,38.3062324
"418","Deal Island","MD","Maryland","SOMERSET","Chance","Chance, Maryland",-75.9410445,38.1720674
"419","Princess Anne","MD","Maryland","SOMERSET","Oriole","Oriole, Maryland",-75.8077081,38.1731782
"420","Triangle","VA","Virginia","PRINCE WILLIAM","Triangle","Triangle, Virginia",-77.3366491,38.5467876
"421","Arlington","VA","Virginia","ARLINGTON","South","South, Virginia",-78.6568942,37.4315734
"422","Alexandria","VA","Virginia","FAIRFAX","Community","Community, Virginia",-78.6568942,37.4315734
"423","Burgess","VA","Virginia","NORTHUMBERLAND","Burgess","Burgess, Virginia",-76.3477246,37.8831862
"424","Caret","VA","Virginia","ESSEX","Caret","Caret, Virginia",-76.961506,37.9824569
"425","Caret","VA","Virginia","ESSEX","Supply","Supply, Virginia",-77.1359852,38.0951482
"426","Champlain","VA","Virginia","ESSEX","Chance","Chance, Virginia",-77.0083046,38.0570782
"427","Hustle","VA","Virginia","ESSEX","Hustle","Hustle, Virginia",-77.0694174,38.0426342
"428","Jersey","VA","Virginia","KING GEORGE","Jersey","Jersey, Virginia",-77.1394207,38.2115187
"429","Lancaster","VA","Virginia","LANCASTER","Regina","Regina, Virginia",-76.4174488,37.8040241
"430","Lively","VA","Virginia","LANCASTER","Lively","Lively, Virginia",-76.513563,37.7776389
"431","Mollusk","VA","Virginia","LANCASTER","Mollusk","Mollusk, Virginia",-76.5380078,37.73014
"432","Sharps","VA","Virginia","RICHMOND","Sharps","Sharps, Virginia",-76.7007912,37.8240267
"433","Spotsylvania","VA","Virginia","SPOTSYLVANIA","Snell","Snell, Virginia",-77.6013762,38.1479112
"434","Bentonville","VA","Virginia","WARREN","Overall","Overall, Virginia",-78.3475045,38.8062263
"435","Gore","VA","Virginia","FREDERICK","Gore","Gore, Virginia",-78.3319494,39.2639911
"436","Culpeper","VA","Virginia","CULPEPER","Catalpa","Catalpa, Virginia",-77.9877748,38.5106803
"437","Brandy Station","VA","Virginia","CULPEPER","Brandy","Brandy, Virginia",-77.8936061,38.5017919
"438","Hood","VA","Virginia","MADISON","Hood","Hood, Virginia",-78.3827852,38.3548508
"439","Radiant","VA","Virginia","MADISON","Radiant","Radiant, Virginia",-78.2046797,38.3125418
"440","Remington","VA","Virginia","FAUQUIER","Remington","Remington, Virginia",-77.8083266,38.5337354
"441","Washington","VA","Virginia","RAPPAHANNOCK","Wash","Wash, Virginia",NA,NA
"442","Dyke","VA","Virginia","GREENE","Dyke","Dyke, Virginia",-78.5397363,38.2537414
"443","Ivy","VA","Virginia","ALBEMARLE","Ivy","Ivy, Virginia",-78.5966823,38.0565268
"444","Nellysford","VA","Virginia","NELSON","Wintergreen","Wintergreen, Virginia",-78.8994672,37.8848619
"445","Ark","VA","Virginia","GLOUCESTER","Ark","Ark, Virginia",-76.5767654,37.4378559
"446","Cardinal","VA","Virginia","MATHEWS","Cardinal","Cardinal, Virginia",-76.3816116,37.4204154
"447","Cardinal","VA","Virginia","MATHEWS","Miles","Miles, Virginia",-76.3780397,37.4219085
"448","Cartersville","VA","Virginia","CUMBERLAND","Tamworth","Tamworth, Virginia",-78.0808328,37.6482024
"449","Goochland","VA","Virginia","GOOCHLAND","Fife","Fife, Virginia",-78.061943,37.7493114
"450","Hayes","VA","Virginia","GLOUCESTER","Glass","Glass, Virginia",NA,NA
"451","Maidens","VA","Virginia","GOOCHLAND","Maidens","Maidens, Virginia",-77.8819408,37.6690354
"452","Manakin Sabot","VA","Virginia","GOOCHLAND","Sabot","Sabot, Virginia",-77.7469382,37.6132025
"453","Mascot","VA","Virginia","KING AND QUEEN","Mascot","Mascot, Virginia",-76.7070534,37.6271081
